art_style,emotion,painting,repetition,utterance,version,split,tokens_len,utterance_spelled,emotion_label,image_file,grounding_emotion
Rococo,excitement,william-hogarth_the-battle-of-the-pictures-1745,6,The paintings look like sails of a ship with lots of works to see,old,train,14,the paintings look like sails of a ship with lots of works to see,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/william-hogarth_the-battle-of-the-pictures-1745.jpg,excitement
Rococo,sadness,william-hogarth_the-battle-of-the-pictures-1745,6,the way the pictures are flying away in the drawing makes it seem as if something happened to the creator of those pictures,old,train,23,the way the pictures are flying away in the drawing makes it seem as if something happened to the creator of those pictures,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/william-hogarth_the-battle-of-the-pictures-1745.jpg,sadness
Mannerism_Late_Renaissance,contentment,el-greco_lady-with-a-flower-in-her-hair,6,"the figure has a pleasant, peaceful expression and looks calm",old,train,10,the figure has a pleasant peaceful expression and looks calm,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/el-greco_lady-with-a-flower-in-her-hair.jpg,contentment
Northern_Renaissance,awe,mabuse_adam-and-eve-in-paradise,5,"The hyper-realism of the bodies of Adam and Eve is very interesting, although the little fellow under the tree is a little disturbing.",old,train,24,the hyper realism of the bodies of adam and eve is very interesting although the little fellow under the tree is a little disturbing,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/mabuse_adam-and-eve-in-paradise.jpg,awe
Realism,sadness,ion-andreescu_leafless-forest,5,There is a very dark and lonely road ahead under the forest.,old,train,12,there is a very dark and lonely road ahead under the forest,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/ion-andreescu_leafless-forest.jpg,sadness
Rococo,contentment,giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744,6,"the muted colors feel safe and subdued paired with the calm, content expressions of the people",old,train,16,the muted colors feel safe and subdued paired with the calm content expressions of the people,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744.jpg,contentment
Expressionism,sadness,chronis-botsoglou_untitled-1,5,The man in the painting looks cold and sad which makes me feel sad.,old,train,14,the man in the painting looks cold and sad which makes me feel sad,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/chronis-botsoglou_untitled-1.jpg,sadness
Northern_Renaissance,amusement,lucas-cranach-the-elder_portrait-of-a-young-woman-1530,6,The woman's hat looks like it's made entirely from dandelion fluff,old,train,13,the woman 's hat looks like it is made entirely from dandelion fluff,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/lucas-cranach-the-elder_portrait-of-a-young-woman-1530.jpg,amusement
Pop_Art,something else,andy-warhol_elvis,6,"confusion because I am not sure wether the picture shows two seperate people, possibly twins, or if it is the same person just copied over the other image",old,train,28,confusion because i am not sure wether the picture shows two seperate people possibly twins or if it is the same person just copied over the other image,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/andy-warhol_elvis.jpg,something else
Realism,awe,vincent-van-gogh_churchyard-in-winter-1883-1(1),5,The golden background and shadowy figures remind me of sublime feelings.,old,test,11,the golden background and shadowy figures remind me of sublime feelings,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/vincent-van-gogh_churchyard-in-winter-1883-1(1).jpg,awe
Rococo,sadness,vladimir-borovikovsky_portrait-of-grand-duchess-alexandra,6,here eyes illicit an inner turmoil that she is repressing,old,train,10,here eyes illicit an inner turmoil that she is repressing,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/vladimir-borovikovsky_portrait-of-grand-duchess-alexandra.jpg,sadness
Romanticism,contentment,john-constable_flowers-in-a-glass-vase,5,Flowers seem to thrive in the vase before succumbing to their natural fate as displayed by the fallen leaves.,old,val,19,flowers seem to thrive in the vase before succumbing to their natural fate as displayed by the fallen leaves,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/john-constable_flowers-in-a-glass-vase.jpg,contentment
Pop_Art,awe,peter-max_better-world-1993,6,the man is looking over the sky protecting the city,old,train,10,the man is looking over the sky protecting the city,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/peter-max_better-world-1993.jpg,awe
Expressionism,fear,mark-rothko_interior,5,The figures standing to the outside of the door seem scary and foreboding.  The men in the doorway may be in some kind of danger.,old,train,25,the figures standing to the outside of the door seem scary and foreboding the men in the doorway may be in some kind of danger,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/mark-rothko_interior.jpg,fear
Color_Field_Painting,something else,olivier-debre_touraine-automne-jaune-rose,5,The virtical lines makes the painting look like curtains.,old,train,9,the vertical lines makes the painting look like curtains,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/olivier-debre_touraine-automne-jaune-rose.jpg,something else
Naive_Art_Primitivism,contentment,maria-primachenko_fairy-bird-peacock-1936,5,The colours are warm and soothing to me. The piece seems peaceful. The bird whimsical.,old,train,15,the colors are warm and soothing to me the piece seems peaceful the bird whimsical,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/maria-primachenko_fairy-bird-peacock-1936.jpg,contentment
Art_Nouveau_Modern,amusement,nicholas-roerich_young-men-successors-1914-2,5,This painting made me think about the origins of the mistletoe for Christmas but I was wondering why none of them are kissing.,old,train,23,this painting made me think about the origins of the mistletoe for christmas but i was wondering why none of them are kissing,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/nicholas-roerich_young-men-successors-1914-2.jpg,amusement
Ukiyo_e,amusement,kitagawa-utamaro_flower-patterned-cotton,5,Reminds me of when my daughter was that age and amused me as she tried to get into everything.,old,train,19,reminds me of when my daughter was that age and amused me as she tried to get into everything,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/kitagawa-utamaro_flower-patterned-cotton.jpg,amusement
Abstract_Expressionism,amusement,jack-tworkov_june-21-1964,5,"Very patriotic colors with the red, white, and blue.",old,test,9,very patriotic colors with the red white and blue,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/jack-tworkov_june-21-1964.jpg,amusement
Northern_Renaissance,excitement,albrecht-altdorfer_the-battle-of-issus-fragment-1529-10,5,The bright colors and the sense of motion of the horse and knight make this feel like the beginning of an adventure,old,train,22,the bright colors and the sense of motion of the horse and knight make this feel like the beginning of an adventure,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/albrecht-altdorfer_the-battle-of-issus-fragment-1529-10.jpg,excitement
Ukiyo_e,awe,kitagawa-utamaro_flower-patterned-cotton,5,Taking care of her kids is wonderful,old,train,7,taking care of her kids is wonderful,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/kitagawa-utamaro_flower-patterned-cotton.jpg,awe
Fauvism,awe,martiros-saryan_mules-laden-with-hay-1910,6,"The strenght of animals, and the things people use them for always amazes me.",old,train,14,the strength of animals and the things people use them for always amazes me,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/martiros-saryan_mules-laden-with-hay-1910.jpg,awe
Expressionism,contentment,ernst-ludwig-kirchner_railway-underpass-in-dresden-1926,5,I get a sense of the 'mundane' of life,old,train,9,i get a sense of the mundane of life,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/ernst-ludwig-kirchner_railway-underpass-in-dresden-1926.jpg,contentment
Early_Renaissance,contentment,paolo-uccello_the-adoration-of-the-magi,6,interesting and absorbing to see the different expressions on the people looking at the baby,old,train,15,interesting and absorbing to see the different expressions on the people looking at the baby,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/paolo-uccello_the-adoration-of-the-magi.jpg,contentment
Post_Impressionism,contentment,ilya-mashkov_landscape-1914,6,the warm colors of the town and the mountains in the background make it seem like this is a place I would enjoy being,old,train,24,the warm colors of the town and the mountains in the background make it seem like this is a place i would enjoy being,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/ilya-mashkov_landscape-1914.jpg,contentment
Early_Renaissance,contentment,pietro-perugino_the-pazzi-crucifixion-detail-1,5,"The woman looks deep in her thoughts, as if she's potentially praying. Leaves you feeling calm and peaceful.",old,val,19,the woman looks deep in her thoughts as if she is potentially praying leaves you feeling calm and peaceful,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/pietro-perugino_the-pazzi-crucifixion-detail-1.jpg,contentment
Expressionism,disgust,jean-paul-lemieux_julie-et-l-univers,5,"The blank look on his face makes feel a little uncomfortable, like he is a mannequin.",old,train,16,the blank look on his face makes feel a little uncomfortable like he is a mannequin,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/jean-paul-lemieux_julie-et-l-univers.jpg,disgust
Northern_Renaissance,excitement,mabuse_adam-and-eve-in-paradise,5,The man and woman appear to be going on a sensual adventure while nude.,old,train,14,the man and woman appear to be going on a sensual adventure while nude,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/mabuse_adam-and-eve-in-paradise.jpg,excitement
Impressionism,excitement,pierre-auguste-renoir_nude-on-the-grass-1915,5,"I an aroused and excited by the position of the nude body, as well as the contrast between the small breasts and the big hips.",old,train,25,i an aroused and excited by the position of the nude body as well as the contrast between the small breasts and the big hips,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/pierre-auguste-renoir_nude-on-the-grass-1915.jpg,excitement
Pointillism,excitement,edouard-vuillard_my-grandmother-1892,5,The dots take you away from the simple picture and give it exciting movement.,old,train,14,the dots take you away from the simple picture and give it exciting movement,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pointillism/edouard-vuillard_my-grandmother-1892.jpg,excitement
Early_Renaissance,awe,paolo-uccello_the-adoration-of-the-magi,6,The people are gathered around the baby like he's a new house.,old,train,13,the people are gathered around the baby like he is a new house,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/paolo-uccello_the-adoration-of-the-magi.jpg,awe
Mannerism_Late_Renaissance,contentment,jacopo-pontormo_portrait-of-a-young-woman,5,The woman is wearing very nice clothing but has a simple expression on her face.,old,train,15,the woman is wearing very nice clothing but has a simple expression on her face,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/jacopo-pontormo_portrait-of-a-young-woman.jpg,contentment
Color_Field_Painting,contentment,helen-frankenthaler_untitled(1),5,The blue colors make me content and less anxious.,old,test,9,the blue colors make me content and less anxious,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/helen-frankenthaler_untitled(1).jpg,contentment
Post_Impressionism,fear,maurice-utrillo_chartres-cathedral,6,the background colors of the sky are scaring me,old,train,9,the background colors of the sky are scaring me,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/maurice-utrillo_chartres-cathedral.jpg,fear
Romanticism,excitement,albert-bierstadt_portrait-of-a-horse-1869,6,That is one nice looking horse!,old,train,6,that is one nice looking horse,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,excitement
Expressionism,disgust,filipp-malyavin_two-girls-1910,12,The mixture of real and painted does not go good and leaves a feeling of disgust.,old,train,16,the mixture of real and painted does not go good and leaves a feeling of disgust,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/filipp-malyavin_two-girls-1910.jpg,disgust
Rococo,fear,joshua-reynolds_the-infant-samuel-at-prayer,5,The expression on the child's face seems fearful and she is praying so something bad must be happening.,old,train,19,the expression on the child 's face seems fearful and she is praying so something bad must be happening,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,fear
Expressionism,contentment,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,I feel content looking at the quiet houses and the lonely road.,old,rest,12,i feel content looking at the quiet houses and the lonely road,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,contentment
Mannerism_Late_Renaissance,something else,el-greco_lady-with-a-flower-in-her-hair,6,curiosity wondering what her life must have been like back then,old,train,11,curiosity wondering what her life must have been like back then,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/el-greco_lady-with-a-flower-in-her-hair.jpg,something else
Impressionism,something else,ivan-vladimirov_walk-in-the-park-1905,5,they look like theyre getting ready for the kentucky derby,old,train,10,they look like theyre getting ready for the kentucky derby,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/ivan-vladimirov_walk-in-the-park-1905.jpg,something else
Mannerism_Late_Renaissance,disgust,tintoretto_the-miracle-of-the-loaves-and-fishes-1581,5,Dark religious scenes of debauchery along with Madonna images are disturbing,old,train,11,dark religious scenes of debauchery along with madonna images are disturbing,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/tintoretto_the-miracle-of-the-loaves-and-fishes-1581.jpg,disgust
Mannerism_Late_Renaissance,fear,titian_perseus-and-andromeda-1556,5,It looks like a demon is coming after her,old,train,9,it looks like a demon is coming after her,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/titian_perseus-and-andromeda-1556.jpg,fear
Post_Impressionism,something else,jacques-villon_the-violinist-le-violoniste-supervielle-1899,6,like he is preparing for a dinner party and thinking about the tip money hell make,old,train,16,like he is preparing for a dinner party and thinking about the tip money hell make,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/jacques-villon_the-violinist-le-violoniste-supervielle-1899.jpg,something else
Pop_Art,something else,howard-hodgkin_girl-on-a-sofa-1968,5,"orange because it's so bright makes me nervous and stripes always make me anxious  so , when put together, it really makes me anxious.",old,train,24,orange because it is so bright makes me nervous and stripes always make me anxious so when put together it really makes me anxious,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/howard-hodgkin_girl-on-a-sofa-1968.jpg,something else
Fauvism,something else,august-macke_on-the-street,7,The picture seems mysterious as there are no faces on the figures.,old,train,12,the picture seems mysterious as there are no faces on the figures,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/august-macke_on-the-street.jpg,something else
Post_Impressionism,contentment,jacques-villon_the-violinist-le-violoniste-supervielle-1899,6,The man looks like he's playing a soothing song with the violin.,old,train,13,the man looks like he is playing a soothing song with the violin,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/jacques-villon_the-violinist-le-violoniste-supervielle-1899.jpg,contentment
Expressionism,something else,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,"This painting looks like a pretty picturesque portrait of a countryside neighborhood with electricity, a pole full of birds and boundaries, observing the picket fences.",old,rest,25,this painting looks like a pretty picturesque portrait of a countryside neighborhood with electricity a pole full of birds and boundaries observing the picket fences,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,something else
Expressionism,contentment,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,looks like a scene from a cartoon i watched as a kid,old,rest,12,looks like a scene from a cartoon i watched as a kid,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,contentment
Naive_Art_Primitivism,contentment,fernand-leger_the-album-circus-1950-31,5,It looks like someone is throwing the hats in the air juggling them somehow out of boredom.,old,train,17,it looks like someone is throwing the hats in the air juggling them somehow out of boredom,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/fernand-leger_the-album-circus-1950-31.jpg,contentment
Synthetic_Cubism,awe,juan-gris_still-life-with-newspaper-1918,6,The dark colors and the angular corners give this a futuristic feel.,old,train,12,the dark colors and the angular corners give this a futuristic feel,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Synthetic_Cubism/juan-gris_still-life-with-newspaper-1918.jpg,awe
Romanticism,excitement,albert-bierstadt_portrait-of-a-horse-1869,6,I do love horses and teepees,old,train,6,i do love horses and teepees,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,excitement
Northern_Renaissance,fear,joachim-patinir_landscape-with-the-rest-on-the-flight,5,The woman is holding her baby away from the stranger,old,train,10,the woman is holding her baby away from the stranger,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/joachim-patinir_landscape-with-the-rest-on-the-flight.jpg,fear
Ukiyo_e,contentment,katsushika-hokusai_swallow-and-begonia-and-strawberry-pie,5,The birds are beautiful and flying peacefully,old,train,7,the birds are beautiful and flying peacefully,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/katsushika-hokusai_swallow-and-begonia-and-strawberry-pie.jpg,contentment
Romanticism,awe,henry-raeburn_captain-hay-of-spot,6,The use of dark background contrasted with the bright colors make him seem more superior.,old,train,15,the use of dark background contrasted with the bright colors make him seem more superior,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/henry-raeburn_captain-hay-of-spot.jpg,awe
Rococo,awe,allan-ramsay_portrait-of-william-colyear-viscount-milsington,5,The man is handsome and his red coat is very bright.,old,train,11,the man is handsome and his red coat is very bright,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/allan-ramsay_portrait-of-william-colyear-viscount-milsington.jpg,awe
Art_Nouveau_Modern,fear,edmund-dulac_psyche-and-cerberus,5,the dogs look mean and im afraid the dogs are going to eat the woman,old,train,16,the dogs look mean and i am afraid the dogs are going to eat the woman,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/edmund-dulac_psyche-and-cerberus.jpg,fear
Abstract_Expressionism,fear,betty-parsons_untitled-abstraction(6),5,The painting looks to me like sharks eating people,old,train,9,the painting looks to me like sharks eating people,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/betty-parsons_untitled-abstraction(6).jpg,fear
Mannerism_Late_Renaissance,awe,correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524,6,I think it is incredible the detail the artist put into the hair and clothing.,old,train,15,i think it is incredible the detail the artist put into the hair and clothing,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524.jpg,awe
Abstract_Expressionism,contentment,milton-resnick_flag-1963,5,It reminds me of a swamp with a bunch of flowers growing on top,old,train,14,it reminds me of a swamp with a bunch of flowers growing on top,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/milton-resnick_flag-1963.jpg,contentment
Art_Nouveau_Modern,contentment,michel-simonidy_the-ball-1899,6,It's not bad the colors are a bit light but the detail is good.,old,train,15,it is not bad the colors are a bit light but the detail is good,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/michel-simonidy_the-ball-1899.jpg,contentment
Northern_Renaissance,disgust,hieronymus-bosch_triptych-of-temptation-of-st-anthony-1506,5,The overall slaughter and horror of the epic scene is especially conveyed in the murder in the foreground.,old,train,18,the overall slaughter and horror of the epic scene is especially conveyed in the murder in the foreground,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/hieronymus-bosch_triptych-of-temptation-of-st-anthony-1506.jpg,disgust
Ukiyo_e,contentment,katsushika-hokusai_new-year-s-days-of-the-teahouse-ogi-ya-1812,6,although the people here seem confused...it still makes me feel happy,old,train,12,although the people here seem confused it still makes me feel happy,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/katsushika-hokusai_new-year-s-days-of-the-teahouse-ogi-ya-1812.jpg,contentment
High_Renaissance,contentment,cima-da-conegliano_st-jerome-in-a-landscape,5,The soft look is very appealing to the eyes.,old,train,9,the soft look is very appealing to the eyes,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/cima-da-conegliano_st-jerome-in-a-landscape.jpg,contentment
High_Renaissance,fear,lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508,7,makes me feel like they want to make me go to church,old,train,12,makes me feel like they want to make me go to church,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508.jpg,fear
High_Renaissance,anger,cima-da-conegliano_st-jerome-in-a-landscape,5,"His expression and stance is fierce, as if he were picking a fight with god.",old,train,15,his expression and stance is fierce as if he were picking a fight with god,4,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/cima-da-conegliano_st-jerome-in-a-landscape.jpg,anger
Abstract_Expressionism,awe,milton-resnick_flag-1963,5,I like how detailed and colorful this painting is.,old,train,9,i like how detailed and colorful this painting is,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/milton-resnick_flag-1963.jpg,awe
Post_Impressionism,excitement,ferdynand-ruszczyc_ob-ok-1902,10,Very interesting painting looks like the ball of fire in the sky is going to crash to the darkness and brighten it up,old,train,23,very interesting painting looks like the ball of fire in the sky is going to crash to the darkness and brighten it up,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/ferdynand-ruszczyc_ob-ok-1902.jpg,excitement
Naive_Art_Primitivism,fear,david-burliuk_ploughing-the-field(1),5,The red looks like blood,old,train,5,the red looks like blood,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/david-burliuk_ploughing-the-field(1).jpg,fear
Art_Nouveau_Modern,fear,edmund-dulac_psyche-and-cerberus,5,This painting makes me feel fear because the animals are growling at the woman and she also seems afraid.  They are intimidating the women.,old,train,24,this painting makes me feel fear because the animals are growling at the woman and she also seems afraid they are intimidating the women,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/edmund-dulac_psyche-and-cerberus.jpg,fear
Expressionism,fear,filipp-malyavin_two-girls-1910,12,The red and greens are very striking in this but the womens faces are kind of scary,old,train,17,the red and greens are very striking in this but the womens faces are kind of scary,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/filipp-malyavin_two-girls-1910.jpg,fear
Baroque,awe,theodoor-van-thulden_scipio-africanus,5,This picture of nobility is awe inspiring to me.,old,train,9,this picture of nobility is awe inspiring to me,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/theodoor-van-thulden_scipio-africanus.jpg,awe
Impressionism,awe,pierre-auguste-renoir_nude-on-the-grass-1915,5,The colors are powerful. The orangish red make me think she's a strong woman.,old,train,15,the colors are powerful the orangish red make me think she is a strong woman,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/pierre-auguste-renoir_nude-on-the-grass-1915.jpg,awe
Romanticism,contentment,theodore-gericault_portrait-of-alfred-and-elizabeth-dedreux-1819,5,the children look like they have lifeless faces and are tired.,old,train,11,the children look like they have lifeless faces and are tired,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/theodore-gericault_portrait-of-alfred-and-elizabeth-dedreux-1819.jpg,contentment
Baroque,sadness,rembrandt_jacob-blessing-the-children-of-joseph-1656,5,The old man on the left looks like he is sick and he is saying his goodbyes to his family before he passes on.,old,train,24,the old man on the left looks like he is sick and he is saying his goodbyes to his family before he passes on,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/rembrandt_jacob-blessing-the-children-of-joseph-1656.jpg,sadness
High_Renaissance,something else,michelangelo_sistine-chapel-ceiling-judith-carrying-the-head-of-holofernes-1512,5,"There is no emotion brought about by this painting. It seem simple, and like it may have been every day life for these people.",old,train,24,there is no emotion brought about by this painting it seem simple and like it may have been every day life for these people,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/michelangelo_sistine-chapel-ceiling-judith-carrying-the-head-of-holofernes-1512.jpg,something else
Romanticism,contentment,albert-bierstadt_portrait-of-a-horse-1869,6,The scene is calm and peaceful.,old,train,6,the scene is calm and peaceful,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,contentment
Expressionism,disgust,konstantinos-parthenis_still-life-with-bottles,5,"the brown, reddish blob looks like a pimple or a sore",old,train,11,the brown reddish blob looks like a pimple or a sore,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/konstantinos-parthenis_still-life-with-bottles.jpg,disgust
Fauvism,contentment,william-h.-johnson_female-nude-reclining-on-blue-ground-1940,5,"The woman basks in the sun on the beach, unashamed of her body and leisure.",old,train,15,the woman basks in the sun on the beach unashamed of her body and leisure,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/william-h.-johnson_female-nude-reclining-on-blue-ground-1940.jpg,contentment
Naive_Art_Primitivism,contentment,marc-chagall_joshua-prostrates-himself-before-the-angel-sword-bearer-chief-of-the-armies-of-the-lord-joshua,5,The peach and black tones are stark contrasts to each other. The main figure looks sad.,old,train,16,the peach and black tones are stark contrasts to each other the main figure looks sad,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_joshua-prostrates-himself-before-the-angel-sword-bearer-chief-of-the-armies-of-the-lord-joshua.jpg,contentment
Abstract_Expressionism,disgust,sam-francis_untitled-1964-3,5,The painting looks like nothing more than a splash of red and blue paint.,old,train,14,the painting looks like nothing more than a splash of red and blue paint,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/sam-francis_untitled-1964-3.jpg,disgust
Post_Impressionism,sadness,maurice-utrillo_chartres-cathedral,6,"The muted, dismal colors takes away from the beauty of the church.",old,train,12,the muted dismal colors takes away from the beauty of the church,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/maurice-utrillo_chartres-cathedral.jpg,sadness
Minimalism,excitement,genevieve-asse_rouge-gris-2009,5,The contrast between the blue background and red stripe is striking.,old,train,11,the contrast between the blue background and red stripe is striking,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Minimalism/genevieve-asse_rouge-gris-2009.jpg,excitement
